At. num	Sp. Name	Ion Charge	El. Name	Isoel. Seq.	Ground Shells (a)	Ground Level	Prefix	Ionization Energy (eV)	Suffix	Uncertainty (b) (eV)	References	
"29"	"Cu XXII"	"+21"	"Copper"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"1918"	"]"	"4"	"L11770"	
"29"	"Cu XXIII"	"+22"	"Copper"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"2044"	"]"	"6"	"L11770"	
"29"	"Cu XXIV"	"+23"	"Copper"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"2179.4"	"]"	"1.5"	"L11770"	
"29"	"Cu XXV"	"+24"	"Copper"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"2307.3"	"]"	"1.0"	"L11770"	
"29"	"Cu XXVI"	"+25"	"Copper"	"Be"	"1s2.2s2"	"1S0"	"["	"2479.1"	"]"	"2.2"	"L11770"	
"29"	"Cu XXVII"	"+26"	"Copper"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"2586.954"	")"	"0.007"	"L16264c99"	
"29"	"Cu XXVIII"	"+27"	"Copper"	"He"	"1s2"	"1S0"	"("	"11062.4309"	")"	"0.0011"	"L21139"	
"29"	"Cu XXIX"	"+28"	"Copper"	"H"	"1s"	"2S<1/2>"	"("	"11567.6237"	")"	"0.0005"	"L19200"	
"30"	"Zn I"	"0"	"Zinc"	"Zn"	"[Ar].3d10.4s2"	"1S0"	""	"9.394197"	""	"0.000006"	"L13951"	
"30"	"Zn II"	"+1"	"Zinc"	"Cu"	"[Ar].3d10.4s"	"2S<1/2>"	""	"17.96439"	""	"0.00025"	"L9171,L640"	
"30"	"Zn III"	"+2"	"Zinc"	"Ni"	"[Ar].3d10"	"1S0"	""	"39.72330"	""	"0.00012"	"L9171,L65"	
"30"	"Zn IV"	"+3"	"Zinc"	"Co"	"[Ar].3d9"	"2D<5/2>"	""	"59.573"	""	"0.019"	"L9171,L6389"	
"30"	"Zn V"	"+4"	"Zinc"	"Fe"	"[Ar].3d8"	"3F<4>"	"["	"82.6"	"]"	"0.9"	"L9171,L241"	
"30"	"Zn VI"	"+5"	"Zinc"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"["	"108.0"	"]"	"1.0"	"L9171,L241"	
"30"	"Zn VII"	"+6"	"Zinc"	"Cr"	"[Ar].3d6"	"5D<4>"	"["	"133.9"	"]"	"1.2"	"L9171,L241"	
"30"	"Zn VIII"	"+7"	"Zinc"	"V"	"[Ar].3d5"	"6S<5/2>"	"["	"173.9"	"]"	"1.7"	"L9171,L241c99"	
"30"	"Zn IX"	"+8"	"Zinc"	"Ti"	"[Ar].3d4"	"5D0"	"["	"203.0"	"]"	"2.0"	"L9171,L241"	
"30"	"Zn X"	"+9"	"Zinc"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"238.0"	")"	"2.2"	"L8672c99"	
"30"	"Zn XI"	"+10"	"Zinc"	"Ca"	"[Ar].3d2"	"3F<2>"	"["	"274.4"	"]"	"0.5"	"L241c99"	
"30"	"Zn XII"	"+11"	"Zinc"	"K"	"[Ar].3d"	"2D<3/2>"	"["	"310.8"	"]"	"1.0"	"L9171"	
"30"	"Zn XIII"	"+12"	"Zinc"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"417.6"	"]"	"1.2"	"L11770"	
"30"	"Zn XIV"	"+13"	"Zinc"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"453.4"	"]"	"0.3"	"L11770"	
"30"	"Zn XV"	"+14"	"Zinc"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"490.6"	"]"	"0.6"	"L11770"	
"30"	"Zn XVI"	"+15"	"Zinc"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"540.0"	"]"	"1.0"	"L11770"	
"30"	"Zn XVII"	"+16"	"Zinc"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"577.8"	"]"	"1.3"	"L11770"	
"30"	"Zn XVIII"	"+17"	"Zinc"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"613.3"	"]"	"2.4"	"L11770"	
"30"	"Zn XIX"	"+18"	"Zinc"	"Mg"	"[Ne].3s2"	"1S0"	"["	"697.5"	"]"	"0.7"	"L11770"	
"30"	"Zn XX"	"+19"	"Zinc"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"737.366"	"]"	"0.021"	"L11770"	
"30"	"Zn XXI"	"+20"	"Zinc"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"1846.8"	"]"	"1.0"	"L11770"	
"30"	"Zn XXII"	"+21"	"Zinc"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"1961"	"]"	"3"	"L11770"	
"30"	"Zn XXIII"	"+22"	"Zinc"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"2085"	"]"	"5"	"L11770"	
"30"	"Zn XXIV"	"+23"	"Zinc"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"2214"	"]"	"8"	"L11770"	
"30"	"Zn XXV"	"+24"	"Zinc"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"2358.0"	"]"	"1.6"	"L11770"	
"30"	"Zn XXVI"	"+25"	"Zinc"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"2491.5"	"]"	"1.1"	"L11770"	
"30"	"Zn XXVII"	"+26"	"Zinc"	"Be"	"1s2.2s2"	"1S0"	"["	"2669.9"	"]"	"2.5"	"L11770"	
"30"	"Zn XXVIII"	"+27"	"Zinc"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"2781.996"	")"	"0.007"	"L16264c99"	
"30"	"Zn XXIX"	"+28"	"Zinc"	"He"	"1s2"	"1S0"	"("	"11864.9401"	")"	"0.0014"	"L21139"	
"30"	"Zn XXX"	"+29"	"Zinc"	"H"	"1s"	"2S<1/2>"	"("	"12388.9427"	")"	"0.0006"	"L19200"	
"31"	"Ga I"	"0"	"Gallium"	"Ga"	"[Ar].3d10.4s2.4p"	"2P*<1/2>"	""	"5.9993020"	""	"0.0000012"	"L5566"	
"31"	"Ga II"	"+1"	"Gallium"	"Zn"	"[Ar].3d10.4s2"	"1S0"	""	"20.51514"	""	"0.00012"	"L6473"	
"31"	"Ga III"	"+2"	"Gallium"	"Cu"	"[Ar].3d10.4s"	"2S<1/2>"	""	"30.72576"	""	"0.00025"	"L6636"	
"31"	"Ga IV"	"+3"	"Gallium"	"Ni"	"[Ar].3d10"	"1S0"	""	"63.241"	""	"0.009"	"L12180,L17779"	
"31"	"Ga V"	"+4"	"Gallium"	"Co"	"[Ar].3d9"	"2D<5/2>"	"["	"86.01"	"]"	"0.12"	"L12180"	
"31"	"Ga VI"	"+5"	"Gallium"	"Fe"	"[Ar].3d8"	"3F<4>"	"("	"112.7"	")"	"1.1"	"L12180"	
"31"	"Ga VII"	"+6"	"Gallium"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"("	"140.8"	")"	"1.4"	"L12180"	
"31"	"Ga VIII"	"+7"	"Gallium"	"Cr"	"[Ar].3d6"	"5D<4>"	"("	"169.9"	")"	"1.7"	"L12180"	
"31"	"Ga IX"	"+8"	"Gallium"	"V"	"[Ar].3d5"	"6S<5/2>"	"("	"211.0"	")"	"2.2"	"L8672c99"	
"31"	"Ga X"	"+9"	"Gallium"	"Ti"	"[Ar].3d4"	"5D0"	"("	"244.0"	")"	"2.5"	"L12180"	
"31"	"Ga XI"	"+10"	"Gallium"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"280.0"	")"	"2.4"	"L8672c99"	
"31"	"Ga XII"	"+11"	"Gallium"	"Ca"	"[Ar].3d2"	"3F<2>"	"("	"319.0"	")"	"2.5"	"L8672c99"	
"31"	"Ga XIII"	"+12"	"Gallium"	"K"	"[Ar].3d"	"2D<3/2>"	"("	"356"	")"	"3"	"L8672c99"	
"31"	"Ga XIV"	"+13"	"Gallium"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"471.2"	"]"	"1.4"	"L11770"	
"31"	"Ga XV"	"+14"	"Gallium"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"508.8"	"]"	"0.4"	"L11770"	
"31"	"Ga XVI"	"+15"	"Gallium"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"548.3"	"]"	"0.7"	"L11770"	
"31"	"Ga XVII"	"+16"	"Gallium"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"599.8"	"]"	"1.4"	"L11770"	
"31"	"Ga XVIII"	"+17"	"Gallium"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"640.0"	"]"	"1.5"	"L11770"	
"31"	"Ga XIX"	"+18"	"Gallium"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"677"	"]"	"3"	"L11770"	
"31"	"Ga XX"	"+19"	"Gallium"	"Mg"	"[Ne].3s2"	"1S0"	"["	"765.7"	"]"	"0.9"	"L11770"	
"31"	"Ga XXI"	"+20"	"Gallium"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"807.308"	"]"	"0.025"	"L11770"	
"31"	"Ga XXII"	"+21"	"Gallium"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"2010.0"	"]"	"1.1"	"L11770"	
"31"	"Ga XXIII"	"+22"	"Gallium"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"2129"	"]"	"4"	"L11770"	
"31"	"Ga XXIV"	"+23"	"Gallium"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"2258"	"]"	"5"	"L11770"	
"31"	"Ga XXV"	"+24"	"Gallium"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"2391"	"]"	"18"	"L11770"	
"31"	"Ga XXVI"	"+25"	"Gallium"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"2543.9"	"]"	"2.0"	"L11770"	
"31"	"Ga XXVII"	"+26"	"Gallium"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"2683.0"	"]"	"1.4"	"L11770"	
"31"	"Ga XXVIII"	"+27"	"Gallium"	"Be"	"1s2.2s2"	"1S0"	"["	"2868"	"]"	"3"	"L11770"	
"31"	"Ga XXIX"	"+28"	"Gallium"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"2984.426"	")"	"0.007"	"L16264c99"	
"31"	"Ga XXX"	"+29"	"Gallium"	"He"	"1s2"	"1S0"	"("	"12696.5581"	")"	"0.0016"	"L21139"	
"31"	"Ga XXXI"	"+30"	"Gallium"	"H"	"1s"	"2S<1/2>"	"("	"13239.5029"	")"	"0.0007"	"L19200"	
"32"	"Ge I"	"0"	"Germanium"	"Ge"	"[Ar].3d10.4s2.4p2"	"3P0"	""	"7.899435"	""	"0.000012"	"L3935,L12369"	
"32"	"Ge II"	"+1"	"Germanium"	"Ga"	"[Ar].3d10.4s2.4p"	"2P*<1/2>"	""	"15.934610"	""	"0.000025"	"L7213"	
"32"	"Ge III"	"+2"	"Germanium"	"Zn"	"[Ar].3d10.4s2"	"1S0"	""	"34.0576"	""	"0.0012"	"L7213,L11268"	
"32"	"Ge IV"	"+3"	"Germanium"	"Cu"	"[Ar].3d10.4s"	"2S<1/2>"	""	"45.7155"	""	"0.0012"	"L7213,L6924"	
"32"	"Ge V"	"+4"	"Germanium"	"Ni"	"[Ar].3d10"	"1S0"	""	"90.500"	""	"0.019"	"L7213,L17779"	
"32"	"Ge VI"	"+5"	"Germanium"	"Co"	"[Ar].3d9"	"2D<5/2>"	"["	"115.90"	"]"	"0.12"	"L7213"	
"32"	"Ge VII"	"+6"	"Germanium"	"Fe"	"[Ar].3d8"	"3F<4>"	"("	"144.9"	")"	"1.5"	"L7213"	
"32"	"Ge VIII"	"+7"	"Germanium"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"("	"176.4"	")"	"1.7"	"L7213"	
"32"	"Ge IX"	"+8"	"Germanium"	"Cr"	"[Ar].3d6"	"5D<4>"	"("	"212.5"	")"	"2.1"	"L7213"	
"32"	"Ge X"	"+9"	"Germanium"	"V"	"[Ar].3d5"	"6S<5/2>"	"("	"252.1"	")"	"2.2"	"L8672c99"	
"32"	"Ge XI"	"+10"	"Germanium"	"Ti"	"[Ar].3d4"	"5D0"	"("	"286"	")"	"3"	"L7213"	
"32"	"Ge XII"	"+11"	"Germanium"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"326.0"	")"	"2.5"	"L8672c99"	
"32"	"Ge XIII"	"+12"	"Germanium"	"Ca"	"[Ar].3d2"	"3F<2>"	"("	"367"	")"	"3"	"L8672c99"	
"32"	"Ge XIV"	"+13"	"Germanium"	"K"	"[Ar].3d"	"2D<3/2>"	"("	"407"	")"	"3"	"L8672c99"	
"32"	"Ge XV"	"+14"	"Germanium"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"527.9"	"]"	"1.6"	"L11770"	
"32"	"Ge XVI"	"+15"	"Germanium"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"567.3"	"]"	"0.5"	"L11770"	
"32"	"Ge XVII"	"+16"	"Germanium"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"609.1"	"]"	"0.8"	"L11770"	
"32"	"Ge XVIII"	"+17"	"Germanium"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"662.8"	"]"	"1.9"	"L11770"	
"32"	"Ge XIX"	"+18"	"Germanium"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"706.7"	"]"	"1.0"	"L7213"	
"32"	"Ge XX"	"+19"	"Germanium"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"744"	"]"	"3"	"L11770"	
"32"	"Ge XXI"	"+20"	"Germanium"	"Mg"	"[Ne].3s2"	"1S0"	"["	"837.1"	"]"	"1.0"	"L11770"	
"32"	"Ge XXII"	"+21"	"Germanium"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"880.44"	"]"	"0.03"	"L11770"	
"32"	"Ge XXIII"	"+22"	"Germanium"	"Ne"	"1s2.2s2.2p6"	"1S0"	""	"2178.2"	""	"0.4"	"L9858"	
"32"	"Ge XXIV"	"+23"	"Germanium"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"2304"	"]"	"4"	"L11770"	
"32"	"Ge XXV"	"+24"	"Germanium"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"2439"	"]"	"5"	"L11770"	
"32"	"Ge XXVI"	"+25"	"Germanium"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"2575"	"]"	"19"	"L11770"	
"32"	"Ge XXVII"	"+26"	"Germanium"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"2737.1"	"]"	"2.3"	"L11770"	
"32"	"Ge XXVIII"	"+27"	"Germanium"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"2881.9"	"]"	"1.6"	"L11770"	
"32"	"Ge XXIX"	"+28"	"Germanium"	"Be"	"1s2.2s2"	"1S0"	"["	"3074"	"]"	"3"	"L11770"	
"32"	"Ge XXX"	"+29"	"Germanium"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"3194.293"	")"	"0.007"	"L16264c99"	
"32"	"Ge XXXI"	"+30"	"Germanium"	"He"	"1s2"	"1S0"	"("	"13557.4218"	")"	"0.0019"	"L21139"	
"32"	"Ge XXXII"	"+31"	"Germanium"	"H"	"1s"	"2S<1/2>"	"("	"14119.4457"	")"	"0.0009"	"L19200"	
"33"	"As I"	"0"	"Arsenic"	"As"	"[Ar].3d10.4s2.4p3"	"4S*<3/2>"	""	"9.78855"	""	"0.00025"	"L1351"	
"33"	"As II"	"+1"	"Arsenic"	"Ge"	"[Ar].3d10.4s2.4p2"	"3P0"	""	"18.5892"	""	"0.0010"	"L820"	
"33"	"As III"	"+2"	"Arsenic"	"Ga"	"[Ar].3d10.4s2.4p"	"2P*<1/2>"	""	"28.349"	""	"0.012"	"L9358"	
"33"	"As IV"	"+3"	"Arsenic"	"Zn"	"[Ar].3d10.4s2"	"1S0"	""	"50.15"	""	"0.06"	"L9358"	
"33"	"As V"	"+4"	"Arsenic"	"Cu"	"[Ar].3d10.4s"	"2S<1/2>"	""	"62.77"	""	"0.06"	"L5339"	
"33"	"As VI"	"+5"	"Arsenic"	"Ni"	"[Ar].3d10"	"1S0"	""	"121.19"	""	"0.06"	"L11275"	
"33"	"As VII"	"+6"	"Arsenic"	"Co"	"[Ar].3d9"	"2D<5/2>"	"("	"147.0"	")"	"2.0"	"L8672c99"	
"33"	"As VIII"	"+7"	"Arsenic"	"Fe"	"[Ar].3d8"	"3F<4>"	"("	"180.0"	")"	"2.1"	"L8672c99"	
"33"	"As IX"	"+8"	"Arsenic"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"("	"213.0"	")"	"2.2"	"L8672c99"	
"33"	"As X"	"+9"	"Arsenic"	"Cr"	"[Ar].3d6"	"5D<4>"	"("	"247.0"	")"	"2.2"	"L8672c99"	
"33"	"As XI"	"+10"	"Arsenic"	"V"	"[Ar].3d5"	"6S<5/2>"	"("	"296.0"	")"	"2.4"	"L8672c99"	
"33"	"As XII"	"+11"	"Arsenic"	"Ti"	"[Ar].3d4"	"5D0"	"("	"333.0"	")"	"2.5"	"L8672c99"	
"33"	"As XIII"	"+12"	"Arsenic"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"375"	")"	"3"	"L8672c99"	
"33"	"As XIV"	"+13"	"Arsenic"	"Ca"	"[Ar].3d2"	"3F<2>"	"("	"418"	")"	"3"	"L8672c99"	
"33"	"As XV"	"+14"	"Arsenic"	"K"	"[Ar].3d"	"2D<3/2>"	"("	"460"	")"	"3"	"L8672c99"	
"33"	"As XVI"	"+15"	"Arsenic"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"587.6"	"]"	"1.9"	"L11770"	
"33"	"As XVII"	"+16"	"Arsenic"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"628.8"	"]"	"0.6"	"L11770"	
"33"	"As XVIII"	"+17"	"Arsenic"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"672.9"	"]"	"0.9"	"L11770"	
"33"	"As XIX"	"+18"	"Arsenic"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"728.9"	"]"	"2.2"	"L11770"	
"33"	"As XX"	"+19"	"Arsenic"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"774.0"	"]"	"1.8"	"L11770"	
"33"	"As XXI"	"+20"	"Arsenic"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"814"	"]"	"4"	"L11770"	
"33"	"As XXII"	"+21"	"Arsenic"	"Mg"	"[Ne].3s2"	"1S0"	"["	"911.7"	"]"	"1.1"	"L11770"	
"33"	"As XXIII"	"+22"	"Arsenic"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"956.79"	"]"	"0.03"	"L11770"	
"33"	"As XXIV"	"+23"	"Arsenic"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"2356.9"	"]"	"1.4"	"L11770"	
"33"	"As XXV"	"+24"	"Arsenic"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"2486"	"]"	"4"	"L11770"	
"33"	"As XXVI"	"+25"	"Arsenic"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"2626"	"]"	"6"	"L11770"	
"33"	"As XXVII"	"+26"	"Arsenic"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"2766"	"]"	"21"	"L11770"	
"33"	"As XXVIII"	"+27"	"Arsenic"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"2938"	"]"	"3"	"L11770"	
"33"	"As XXIX"	"+28"	"Arsenic"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"3088.1"	"]"	"1.9"	"L11770"	
"33"	"As XXX"	"+29"	"Arsenic"	"Be"	"1s2.2s2"	"1S0"	"["	"3287"	"]"	"3"	"L11770"	
"33"	"As XXXI"	"+30"	"Arsenic"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"3411.643"	")"	"0.007"	"L16264c99"	
"33"	"As XXXII"	"+31"	"Arsenic"	"He"	"1s2"	"1S0"	"("	"14447.6799"	")"	"0.0025"	"L21139"	
"33"	"As XXXIII"	"+32"	"Arsenic"	"H"	"1s"	"2S<1/2>"	"("	"15028.9251"	")"	"0.0010"	"L19200"	
"34"	"Se I"	"0"	"Selenium"	"Se"	"[Ar].3d10.4s2.4p4"	"3P<2>"	""	"9.752368"	""	"0.000006"	"L21645"	
"34"	"Se II"	"+1"	"Selenium"	"As"	"[Ar].3d10.4s2.4p3"	"4S*<3/2>"	""	"21.196"	""	"0.010"	"L17234c100"	
"34"	"Se III"	"+2"	"Selenium"	"Ge"	"[Ar].3d10.4s2.4p2"	"3P0"	""	"31.697"	""	"0.019"	"L17867"	
"34"	"Se IV"	"+3"	"Selenium"	"Ga"	"[Ar].3d10.4s2.4p"	"2P*<1/2>"	""	"42.947"	""	"0.003"	"L925"	
"34"	"Se V"	"+4"	"Selenium"	"Zn"	"[Ar].3d10.4s2"	"1S0"	"["	"68.30"	"]"	"0.10"	"L16139"	
"34"	"Se VI"	"+5"	"Selenium"	"Cu"	"[Ar].3d10.4s"	"2S<1/2>"	""	"81.83"	""	"0.03"	"L4300"	
"34"	"Se VII"	"+6"	"Selenium"	"Ni"	"[Ar].3d10"	"1S0"	""	"155.327"	""	"0.012"	"L6168"	
"34"	"Se VIII"	"+7"	"Selenium"	"Co"	"[Ar].3d9"	"2D<5/2>"	"("	"184.0"	")"	"2.1"	"L8672c99"	
"34"	"Se IX"	"+8"	"Selenium"	"Fe"	"[Ar].3d8"	"3F<4>"	"("	"219.0"	")"	"2.2"	"L8672c99"	
"34"	"Se X"	"+9"	"Selenium"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"("	"255.0"	")"	"2.2"	"L8672c99"	
"34"	"Se XI"	"+10"	"Selenium"	"Cr"	"[Ar].3d6"	"5D<4>"	"("	"291.0"	")"	"2.4"	"L8672c99"	
"34"	"Se XII"	"+11"	"Selenium"	"V"	"[Ar].3d5"	"6S<5/2>"	"("	"342.9"	")"	"2.5"	"L8672c99"	
"34"	"Se XIII"	"+12"	"Selenium"	"Ti"	"[Ar].3d4"	"5D0"	"("	"383"	")"	"3"	"L8672c99"	
"34"	"Se XIV"	"+13"	"Selenium"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"426"	")"	"3"	"L8672c99"	
"34"	"Se XV"	"+14"	"Selenium"	"Ca"	"[Ar].3d2"	"3F<2>"	"("	"473"	")"	"3"	"L8672c99"	
"34"	"Se XVI"	"+15"	"Selenium"	"K"	"[Ar].3d"	"2D<3/2>"	"("	"517"	")"	"3"	"L8672c99"	
"34"	"Se XVII"	"+16"	"Selenium"	"Ar"	"[Ne].3s2.3p6"	"1S0"	"["	"650.5"	"]"	"2.1"	"L11770"	
"34"	"Se XVIII"	"+17"	"Selenium"	"Cl"	"[Ne].3s2.3p5"	"2P*<3/2>"	"["	"693.4"	"]"	"0.7"	"L11770"	
"34"	"Se XIX"	"+18"	"Selenium"	"S"	"[Ne].3s2.3p4"	"3P<2>"	"["	"739.8"	"]"	"1.1"	"L11770"	
"34"	"Se XX"	"+19"	"Selenium"	"P"	"[Ne].3s2.3p3"	"4S*<3/2>"	"["	"798"	"]"	"3"	"L11770"	
"34"	"Se XXI"	"+20"	"Selenium"	"Si"	"[Ne].3s2.3p2"	"3P0"	"["	"845.8"	"]"	"2.0"	"L11770"	
"34"	"Se XXII"	"+21"	"Selenium"	"Al"	"[Ne].3s2.3p"	"2P*<1/2>"	"["	"887"	"]"	"4"	"L11770"	
"34"	"Se XXIII"	"+22"	"Selenium"	"Mg"	"[Ne].3s2"	"1S0"	"["	"989.6"	"]"	"1.3"	"L11770"	
"34"	"Se XXIV"	"+23"	"Selenium"	"Na"	"[Ne].3s"	"2S<1/2>"	"["	"1036.36"	"]"	"0.03"	"L11770"	
"34"	"Se XXV"	"+24"	"Selenium"	"Ne"	"1s2.2s2.2p6"	"1S0"	"["	"2540.7"	"]"	"1.4"	"L11770"	
"34"	"Se XXVI"	"+25"	"Selenium"	"F"	"1s2.2s2.2p5"	"2P*<3/2>"	"["	"2674"	"]"	"5"	"L11770"	
"34"	"Se XXVII"	"+26"	"Selenium"	"O"	"1s2.2s2.2p4"	"3P<2>"	"["	"2820"	"]"	"6"	"L11770"	
"34"	"Se XXVIII"	"+27"	"Selenium"	"N"	"1s2.2s2.2p3"	"4S*<3/2>"	"["	"2964"	"]"	"22"	"L11770"	
"34"	"Se XXIX"	"+28"	"Selenium"	"C"	"1s2.2s2.2p2"	"3P0"	"["	"3146"	"]"	"3"	"L11770"	
"34"	"Se XXX"	"+29"	"Selenium"	"B"	"1s2.2s2.2p"	"2P*<1/2>"	"["	"3301.8"	"]"	"2.1"	"L11770"	
"34"	"Se XXXI"	"+30"	"Selenium"	"Be"	"1s2.2s2"	"1S0"	"["	"3507"	"]"	"3"	"L11770"	
"34"	"Se XXXII"	"+31"	"Selenium"	"Li"	"1s2.2s"	"2S<1/2>"	"("	"3636.526"	")"	"0.007"	"L16264c99"	
"34"	"Se XXXIII"	"+32"	"Selenium"	"He"	"1s2"	"1S0"	"("	"15367.493"	")"	"0.003"	"L21139"	
"34"	"Se XXXIV"	"+33"	"Selenium"	"H"	"1s"	"2S<1/2>"	"("	"15968.1075"	")"	"0.0012"	"L19200"	
"35"	"Br I"	"0"	"Bromine"	"Br"	"[Ar].3d10.4s2.4p5"	"2P*<3/2>"	""	"11.81381"	""	"0.00006"	"L351,L67"	
"35"	"Br II"	"+1"	"Bromine"	"Se"	"[Ar].3d10.4s2.4p4"	"3P<2>"	""	"21.591"	""	""	"L8844"	
"35"	"Br III"	"+2"	"Bromine"	"As"	"[Ar].3d10.4s2.4p3"	"4S*<3/2>"	""	"34.871"	""	"0.019"	"L19007"	
"35"	"Br IV"	"+3"	"Bromine"	"Ge"	"[Ar].3d10.4s2.4p2"	"3P0"	""	"47.782"	""	"0.012"	"L18581"	
"35"	"Br V"	"+4"	"Bromine"	"Ga"	"[Ar].3d10.4s2.4p"	"2P*<1/2>"	""	"59.595"	""	"0.025"	"L14906"	
"35"	"Br VI"	"+5"	"Bromine"	"Zn"	"[Ar].3d10.4s2"	"1S0"	""	"87.390"	""	"0.025"	"L18281"	
"35"	"Br VII"	"+6"	"Bromine"	"Cu"	"[Ar].3d10.4s"	"2S<1/2>"	"["	"103.03"	"]"	"0.19"	"L10278"	
"35"	"Br VIII"	"+7"	"Bromine"	"Ni"	"[Ar].3d10"	"1S0"	""	"192.61"	""	"0.06"	"L6586"	
"35"	"Br IX"	"+8"	"Bromine"	"Co"	"[Ar].3d9"	"2D<5/2>"	"("	"224.0"	")"	"2.2"	"L8672c99"	
"35"	"Br X"	"+9"	"Bromine"	"Fe"	"[Ar].3d8"	"3F<4>"	"("	"261.0"	")"	"2.2"	"L8672c99"	
"35"	"Br XI"	"+10"	"Bromine"	"Mn"	"[Ar].3d7"	"4F<9/2>"	"("	"301.0"	")"	"2.4"	"L8672c99"	
"35"	"Br XII"	"+11"	"Bromine"	"Cr"	"[Ar].3d6"	"5D<4>"	"("	"338.0"	")"	"2.5"	"L8672c99"	
"35"	"Br XIII"	"+12"	"Bromine"	"V"	"[Ar].3d5"	"6S<5/2>"	"("	"393"	")"	"3"	"L8672c99"	
"35"	"Br XIV"	"+13"	"Bromine"	"Ti"	"[Ar].3d4"	"5D0"	"("	"436"	")"	"3"	"L8672c99"	
"35"	"Br XV"	"+14"	"Bromine"	"Sc"	"[Ar].3d3"	"4F<3/2>"	"("	"481"	")"	"3"	"L8672c99"	
